rank,category,priority_score,date,type,title,chapter,selection_decision,production_issues,coverage_signals,next_action,catalog_url,pdf_url,source_note
160,Chase Diary Leads,79,2000-06-03,Context,Presidential Daily Diary reference: Moscow meetings and dinner with Vladimir Putin,NATO-Russia and Partnership,Context candidate,,NATO-Russia thread; late-volume coverage; non-crisis lane,"Chase substantive memcon, telcon, briefing book, trip file, or summit file.",https://catalog.archives.gov/id/147871021,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0549-F/42-t-101784486-20130549F-013-011-2018.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Clinton Presidential Records, Presidential Daily Diary, Ellen McCathran Files, Release LPWJC 2013-0549-F, [06/01/2000-06/11/2000], NAID 147871021, Unclassified diary record. Source pages: pages 22-35."
161,Chase Diary Leads,79,2000-07-21,Context,Presidential Daily Diary reference: Okinawa G-8 meeting with Vladimir Putin,NATO-Russia and Partnership,Context candidate,,NATO-Russia thread; late-volume coverage; non-crisis lane,"Chase substantive memcon, telcon, briefing book, trip file, or summit file.",https://catalog.archives.gov/id/17368201,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/1/3682/17368201/content/presidential-libraries/clinton/foia/2010-0083-F/2010-0083-F-PDF/Box_003/42-t-7262157-20100083F-003-003-2015.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Clinton Presidential Records, Presidential Daily Diary, Ellen McCathran Files, Release LPWJC 2010-0083-F, [Ellen McCathran - Presidential Daily Diary - Hardcopy 4/4/00; 4/1200; 4/25/00; 5/7/00; 5/18/00; 5/22/00; 5/26/00; 6/7/00; 6/8/00; 6/18/00], NAID 17368201, Unclassified diary record. Source pages: pages 12 and 16."
162,Chase Diary Leads,79,2000-09-06,Context,Presidential Daily Diary reference: United Nations meeting with Putin and strategic stability signing,NATO-Russia and Partnership,Context candidate,,NATO-Russia thread; late-volume coverage; non-crisis lane,"Chase substantive memcon, telcon, briefing book, trip file, or summit file.",https://catalog.archives.gov/id/17368201,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/1/3682/17368201/content/presidential-libraries/clinton/foia/2010-0083-F/2010-0083-F-PDF/Box_003/42-t-7262157-20100083F-003-003-2015.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Clinton Presidential Records, Presidential Daily Diary, Ellen McCathran Files, Release LPWJC 2010-0083-F, [Ellen McCathran - Presidential Daily Diary - Hardcopy 4/4/00; 4/1200; 4/25/00; 5/7/00; 5/18/00; 5/22/00; 5/26/00; 6/7/00; 6/8/00; 6/18/00], NAID 17368201, Unclassified diary record. Source pages: pages 31-32."
163,Rebalance Coverage,77,1996-06-10,Source Lead,BILATERAL PRESIDENTIAL MEETING AT LYON SUMMIT,NATO-Russia and Partnership,Include candidate,,non-crisis lane,"Read released PDF, decide include/context/exclude, and extract source note fields.",https://foia.state.gov/DOCUMENTS/FOIA_L_Oct2024/FL-2017-13804/DOC_0C09000036/C09000036.pdf,https://foia.state.gov/DOCUMENTS/FOIA_L_Oct2024/FL-2017-13804/DOC_0C09000036/C09000036.pdf,"Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA release, Document C09000036. Unclassified."
164,Rebalance Coverage,75,1999-01-01,Scout Lead,"Lithuania - Meeting with Amabassador Stasys Sakalauskas, October 4, 1999",Crisis Security Files,Pending,selection,late-volume coverage,"Extract document-level candidates with actual dates, page spans, markings, and source path.",https://catalog.archives.gov/id/23902169,https://s3.amazonaws.com/NARAprodstorage/opastorage/live/69/9021/23902169/content/presidential-libraries/clinton/foia/2011-1038-F/2011-1038-F-JPG/Box_002/42-t-7585471-20111038F-002-018-2015/42_t_7585471_20111038F_002_018_2015_Page_001.JPG,"Source: National Archives and Records Administration, National Archives Catalog, Records of the National Security Council European Affairs Office (Clinton Administration), Antony Blinken's Files, Lithuania - Meeting with Amabassador Stasys Sakalauskas, October 4, 1999, NAID 23902169."
165,Rebalance Coverage,73,1993-04-21,Memcon,Memorandum of Conversation - Meeting with President Lech Walesa of Poland,NATO Strategy and Enlargement,Include candidate,chronology,Madrid/accession thread; non-crisis lane,Verify Washington time and chronological placement.,https://clinton.presidentiallibraries.us/items/show/119044,,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Memcons - Memoranda of Conversation, Release Declassified Documents Concerning President Vaclav Havel of the Czech Republic and President Lech Walesa of Poland, Item 119044. Confidential."
166,Rebalance Coverage,73,1994-01-11,Memcon,Memorandum of Conversation - President Vaclav Havel of the Czech Republic and Czech Leaders,NATO-Russia and Partnership,Include candidate,chronology,Madrid/accession thread; non-crisis lane,Verify Washington time and chronological placement.,https://clinton.presidentiallibraries.us/items/show/101393,,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Memcons - Memoranda of Conversation, Release LP-WJC/DOS-16-1, Item 101393. Confidential."
167,Rebalance Coverage,73,1994-07-04,Telcon,Memorandum of Telephone Conversation - President Vaclav Havel of the Czech Republic,NATO Strategy and Enlargement,Include candidate,chronology,Madrid/accession thread; non-crisis lane,Verify Washington time and chronological placement.,https://clinton.presidentiallibraries.us/items/show/101391,,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Telcons - Memoranda of Telephone Conversations, Release 2015-0773-M, Item 101391. Confidential."
168,Rebalance Coverage,73,1994-07-10,Memcon,"Meeting with President Boris Yeltsin of Russia, July 10, 1994, Naples Italy",NATO-Russia and Partnership,Context candidate,chronology,NATO-Russia thread; non-crisis lane,Verify Washington time and chronological placement.,https://www.clintonlibrary.gov/research/archives/finding-aids/declassified-documents-concerning-russian-president-boris-yeltsin,https://www.clintonlibrary.gov/sites/default/files/finding_aids_a_z/2026-05/2015-0782-M-1.pdf,"Source: Clinton Library, Meetings and Telephone Calls with Foreign Leaders, master chronology, Release packet 2015-0782-M-1."
169,Rebalance Coverage,73,1994-09-28,Memcon,Second Clinton/Yeltsin One-on-One,NATO-Russia and Partnership,Context candidate,chronology,NATO-Russia thread; non-crisis lane,Verify Washington time and chronological placement.,https://clinton.presidentiallibraries.us/items/show/101758,https://clinton.presidentiallibraries.us/files/original/2509827ca57f98e07eec584b3d69250f.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library item 101758, ""Declassified documents concerning telcon between the President and Boris Yeltsin on September 28, 1994,"" identifier 2018-1215-M; creators National Security Council, NSC European Affairs Office, and Alexander Vershbow; part of National Archives Catalog Description, NAID 7585499; Clinton Presidential Records: White House Staff and Office Files; Declassified Documents collection. Direct review shows the extracted pages are the complete ""Second Clinton/Yeltsin One-on-One"" meeting text. Confidential."
170,Rebalance Coverage,73,1995-02-21,Source Lead,"February 21, 1995 Letter From Strobe To Juergen Chrobog",NATO-Russia and Partnership,Pending,selection,non-crisis lane,"Read released PDF, decide include/context/exclude, and extract source note fields.",https://foia.state.gov/DOCUMENTS/FOIA_L_Apr2023/FL-2017-13804/DOC_0C09000084/C09000084.pdf,https://foia.state.gov/DOCUMENTS/FOIA_L_Apr2023/FL-2017-13804/DOC_0C09000084/C09000084.pdf,"Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA release, Document C09000084. Unclassified."
171,Rebalance Coverage,73,1995-04-14,Source Lead,"April 14, 1995 Letter From Strobe Talbott To Professor Tucker W/Attachment(s)",NATO-Russia and Partnership,Pending,selection,non-crisis lane,"Read released PDF, decide include/context/exclude, and extract source note fields.",https://foia.state.gov/DOCUMENTS/FOIA_L_July2022/FL-2017-13804/DOC_0C09000033/C09000033.pdf,https://foia.state.gov/DOCUMENTS/FOIA_L_July2022/FL-2017-13804/DOC_0C09000033/C09000033.pdf,"Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA release, Document C09000033. Unclassified."
172,Rebalance Coverage,73,1995-12-03,Context,"The President's News Conference With European Union Leaders in Madrid, Spain",European Security Architecture,Context candidate,,NATO-EU/ESDI architecture; Madrid/accession thread; non-crisis lane,"Review for final selection, annotation, and index treatment.",https://www.govinfo.gov/app/details/PPP-1995-book2/PPP-1995-book2-doc-pg1835-2,https://www.govinfo.gov/content/pkg/PPP-1995-book2/pdf/PPP-1995-book2-doc-pg1835-2.pdf,"Source: Government Publishing Office, GovInfo, Public Papers of the Presidents of the United States: William J. Clinton, PPP-1995-book2; PPP-1995-book2-doc-pg1835-2. Unclassified public record."
173,Rebalance Coverage,73,1996-04-16,Source Lead,DRAFT MEMORANDUM TO THE PRESIDENT,NATO-Russia and Partnership,Pending,selection,non-crisis lane,"Read released PDF, decide include/context/exclude, and extract source note fields.",https://foia.state.gov/DOCUMENTS/FOIA_L_Apr2023/FL-2017-13804/DOC_0C09000077/C09000077.pdf,https://foia.state.gov/DOCUMENTS/FOIA_L_Apr2023/FL-2017-13804/DOC_0C09000077/C09000077.pdf,"Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA release, Document C09000077. Secret; Nodis; Eyes Only."
174,Rebalance Coverage,73,1996-07-09,Source Lead,"July 9, 1996 Note From Strobe To Chris",NATO-Russia and Partnership,Pending,selection,non-crisis lane,"Read released PDF, decide include/context/exclude, and extract source note fields.",https://foia.state.gov/DOCUMENTS/FOIA_L_Apr2023/FL-2017-13804/DOC_0C09000074/C09000074.pdf,https://foia.state.gov/DOCUMENTS/FOIA_L_Apr2023/FL-2017-13804/DOC_0C09000074/C09000074.pdf,"Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA release, Document C09000074. Unclassified."
175,Rebalance Coverage,73,1996-07-30,Source Lead,Supplemental Statement of Performance of Period Covered: 4/16/95 - 6/30/96,NATO-Russia and Partnership,Pending,selection,non-crisis lane,"Read released PDF, decide include/context/exclude, and extract source note fields.",https://foia.state.gov/DOCUMENTS/FOIA_L_June2024/FL-2017-13804/DOC_0C09000063/C09000063.pdf,https://foia.state.gov/DOCUMENTS/FOIA_L_June2024/FL-2017-13804/DOC_0C09000063/C09000063.pdf,"Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA release, Document C09000063. Unclassified."
176,Rebalance Coverage,73,1996-08-21,Source Lead,"August 21, 1996 Note From Strobe Talbott To Sandy W/Attachment(s)",European Security Architecture,Pending,selection,non-crisis lane,"Read released PDF, decide include/context/exclude, and extract source note fields.",https://foia.state.gov/DOCUMENTS/FOIA_L_July2022/FL-2017-13804/DOC_0C09000016/C09000016.pdf,https://foia.state.gov/DOCUMENTS/FOIA_L_July2022/FL-2017-13804/DOC_0C09000016/C09000016.pdf,"Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA release, Document C09000016. Confidential."
177,Rebalance Coverage,73,1996-11-18,Source Lead,"November 18, 1996 Letter From Strobe Talbott To Javier Solana",European Security Architecture,Pending,selection,non-crisis lane,"Read released PDF, decide include/context/exclude, and extract source note fields.",https://foia.state.gov/DOCUMENTS/FOIA_L_May2022/FL-2017-13804/DOC_0C09000027/C09000027.pdf,https://foia.state.gov/DOCUMENTS/FOIA_L_May2022/FL-2017-13804/DOC_0C09000027/C09000027.pdf,"Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA release, Document C09000027. Confidential."
178,Rebalance Coverage,73,1998-05-17,Memcon,Memorandum of Conversation - President Boris Yeltsin of Russia,Crisis Security Files,Include candidate,chronology,NATO-Russia thread; late-volume coverage,Verify Washington time and chronological placement.,https://clinton.presidentiallibraries.us/items/show/101528,https://clinton.presidentiallibraries.us/files/original/de36fdf16dd4aee1a6215050f89ba430.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Memcons - Memoranda of Conversation, Release 2015-0782-M-2, Item 101528. Confidential."
179,Rebalance Coverage,73,1999-06-20,Memcon,Memorandum of Conversation - President Boris Yeltsin of Russia,Crisis Security Files,Include candidate,chronology,NATO-Russia thread; late-volume coverage,Verify Washington time and chronological placement.,https://clinton.presidentiallibraries.us/items/show/101606,https://clinton.presidentiallibraries.us/files/original/3a9dfaf27b801d9fcfa3cefddca78be5.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Memcons - Memoranda of Conversation, Release 2015-0782-M-2, Item 101606. Confidential."
