date,washington_time,type,title,participants,countries,chapter,selection_decision,declassification,source_id,markings,source_pages,catalog_url,pdf_url,source_note,next_action
1995-07-19,,Telcon,Memorandum of Telephone Conversation - Prime Minister John Major of the United Kingdom,Bill Clinton; John Major,United States; France; United Kingdom; Bosnia and Herzegovina,Crisis Security Files,Include candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2013-0517-M; 76-83",Secret,76-83,https://clinton.presidentiallibraries.us/items/show/101088,https://clinton.presidentiallibraries.us/files/original/9a9ec5fd06f06d2069a286cf7c02fc03.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified documents concerning Bosnia, Release 2013-0517-M, Item 101088. Secret.",Verify Washington time and final chronological placement against the source image or PDF.
1995-07-19,,Telcon,Memorandum of Telephone Conversation - Secretary Christopher and Foreign Minister de Charette,Bill Clinton,United States; France; Bosnia and Herzegovina,Crisis Security Files,Include candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2013-0517-M; 2-4",Secret,2-4,https://clinton.presidentiallibraries.us/items/show/101088,https://clinton.presidentiallibraries.us/files/original/9a9ec5fd06f06d2069a286cf7c02fc03.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified documents concerning Bosnia, Release 2013-0517-M, Item 101088. Secret.",Verify Washington time and final chronological placement against the source image or PDF.
1995-07-20,,Telcon,Memorandum of Telephone Conversation - President Clinton and President Alija Izetbegovic,Bill Clinton; Alija Izetbegovic,United States; Bosnia and Herzegovina,Crisis Security Files,Include candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2011-0964-M; 32-34",Confidential; Confidential,32-34,https://clinton.presidentiallibraries.us/items/show/36589,https://clinton.presidentiallibraries.us/files/original/1e07f85597e7a0a171bbd0b1ad67cdf1.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2011-0964-M, Item 36589. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1995-07-20,,Telcon,Memorandum of Telephone Conversation - President Jacques Chirac of France,Bill Clinton; Jacques Chirac,United States; France; Bosnia and Herzegovina,Crisis Security Files,Include candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2013-0517-M; 93-95",Confidential,93-95,https://clinton.presidentiallibraries.us/items/show/101088,https://clinton.presidentiallibraries.us/files/original/9a9ec5fd06f06d2069a286cf7c02fc03.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified documents concerning Bosnia, Release 2013-0517-M, Item 101088. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1995-07-22,,Release Packet,Memorandum From Anthony Lake to President Clinton: Your Meeting with Christopher and Shalikashvili on the London Meeting on Bosnia,Bill Clinton,United States; Bosnia and Herzegovina,Crisis Security Files,Context candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2013-0517-M; 103-106",Confidential; Confidential,103-106,https://clinton.presidentiallibraries.us/items/show/101088,https://clinton.presidentiallibraries.us/files/original/9a9ec5fd06f06d2069a286cf7c02fc03.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified documents concerning Bosnia, Release 2013-0517-M, Item 101088. Confidential.","Extract document-level items, actual dates, page spans, markings, and excision status from the packet."
1995-07-24,,Telcon,Memorandum of Telephone Conversation - President Jacques Chirac of France,Bill Clinton; Jacques Chirac,United States; France; Bosnia and Herzegovina,Crisis Security Files,Include candidate,Pending review,William J. Clinton Presidential Library; 118529,Confidential; Confidential,,https://clinton.presidentiallibraries.us/items/show/118529,https://clinton.presidentiallibraries.us/files/original/8c1594df3181403f8ae652dad9856ddf.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Declassified Documents, Telcons - Memoranda of Telephone Conversations, Release 2017-0775-M, Item 118529. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1995-07-28,,Context,Presidential Daily Diary reference: conference call with Boris Yeltsin,Bill Clinton; Boris Yeltsin,United States; Russia,Crisis Security Files,Context candidate,Released with excisions,"National Archives and Records Administration, National Archives Catalog; LPWJC 2013-0549-F; 147870839; page 50",Unclassified diary record,page 50,https://catalog.archives.gov/id/147870839,https://s3.amazonaws.com/NARAprodstorage/lz/presidential-libraries/clinton/foia/2013/2013-0549-F/42-t-101784486-20130549F-006-006-2018.pdf,"Source: National Archives and Records Administration, National Archives Catalog, Clinton Presidential Records, Presidential Daily Diary, Ellen McCathran Files, Release LPWJC 2013-0549-F, [07/01/1995-07/31/1995], NAID 147870839, Unclassified diary record.","Use as a chronology lead; chase the substantive memcon, telcon, briefing book, trip file, or summit file before selection."
1995-08-01,,Release Packet,Summary of Conclusions on Bosnia,Bill Clinton,United States; Bosnia and Herzegovina; Serbia,Crisis Security Files,Context candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2010-0533-M; 85-86",Secret,85-86,https://clinton.presidentiallibraries.us/items/show/36614,https://clinton.presidentiallibraries.us/files/original/dca58d1ec9f1ee6508cb03fc7ae5c98f.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2010-0533-M, Item 36614. Secret.","Extract document-level items, actual dates, page spans, markings, and excision status from the packet."
1995-08-03,,Release Packet,Memorandum From Ambassador Albright to the National Security Advisor on Bosnia Endgame Strategy,Bill Clinton,United States; Bosnia and Herzegovina,Crisis Security Files,Context candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2012-0799-M; 2-8",Secret; Secret,2-8,https://clinton.presidentiallibraries.us/items/show/36591,https://clinton.presidentiallibraries.us/files/original/eb29cdb4aad08354ef620554cda41298.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2012-0799-M, Item 36591. Secret.","Extract document-level items, actual dates, page spans, markings, and excision status from the packet."
1995-08-04,,Release Packet,Endgame Strategy: A Sustainable Defense of a Viable Bosnia after UNPROFOR Withdrawal,Bill Clinton,United States; Bosnia and Herzegovina,Crisis Security Files,Context candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2012-0799-M; 15-20",Secret; Secret,15-20,https://clinton.presidentiallibraries.us/items/show/36591,https://clinton.presidentiallibraries.us/files/original/eb29cdb4aad08354ef620554cda41298.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2012-0799-M, Item 36591. Secret.","Extract document-level items, actual dates, page spans, markings, and excision status from the packet."
1995-08-04,,Release Packet,Strategy for the Balkan Conflict,Bill Clinton,United States; Bosnia and Herzegovina,Crisis Security Files,Context candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2012-0799-M; 9-14",Secret,9-14,https://clinton.presidentiallibraries.us/items/show/36591,https://clinton.presidentiallibraries.us/files/original/eb29cdb4aad08354ef620554cda41298.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2012-0799-M, Item 36591. Secret.","Extract document-level items, actual dates, page spans, markings, and excision status from the packet."
1995-08-05,,Release Packet,Memorandum From Anthony Lake to President Clinton: Balkan Strategy Options for Discussion,Bill Clinton,United States; Bosnia and Herzegovina,Crisis Security Files,Context candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2012-0799-M; 21-24",Secret; Secret,21-24,https://clinton.presidentiallibraries.us/items/show/36591,https://clinton.presidentiallibraries.us/files/original/eb29cdb4aad08354ef620554cda41298.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2012-0799-M, Item 36591. Secret.","Extract document-level items, actual dates, page spans, markings, and excision status from the packet."
1995-08-07,,Telcon,Memorandum of Telephone Conversation - President Jacques Chirac of France,Bill Clinton; Jacques Chirac,United States; France; Bosnia and Herzegovina,Crisis Security Files,Include candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2017-0775-M; 1-3",Confidential; Confidential,1-3,https://clinton.presidentiallibraries.us/items/show/118530,https://clinton.presidentiallibraries.us/files/original/cc683224fd33203efd308e802bcaa400.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Telcons - Memoranda of Telephone Conversation, Release 2017-0775-M, Item 118530. Confidential.",Verify Washington time and final chronological placement against the source image or PDF.
1995-08-15,,Release Packet,"Summary of Conclusions, NSC Principals Committee Meeting on Bosnia",Bill Clinton,United States; Bosnia and Herzegovina,Crisis Security Files,Context candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2010-0533-M; 87-88",Secret,87-88,https://clinton.presidentiallibraries.us/items/show/36614,https://clinton.presidentiallibraries.us/files/original/dca58d1ec9f1ee6508cb03fc7ae5c98f.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2010-0533-M, Item 36614. Secret.","Extract document-level items, actual dates, page spans, markings, and excision status from the packet."
1995-08-22,,Release Packet,"Summary of Conclusions, NSC Principals Committee Meeting on Bosnia",Bill Clinton,United States; Bosnia and Herzegovina,Crisis Security Files,Context candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2010-0533-M; 89-90",Secret,89-90,https://clinton.presidentiallibraries.us/items/show/36614,https://clinton.presidentiallibraries.us/files/original/dca58d1ec9f1ee6508cb03fc7ae5c98f.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2010-0533-M, Item 36614. Secret.","Extract document-level items, actual dates, page spans, markings, and excision status from the packet."
1995-08-23,,Release Packet,"Summary of Conclusions, NSC Deputies Committee Meeting on Bosnia",Bill Clinton,United States; Bosnia and Herzegovina,Crisis Security Files,Context candidate,Pending review,"William J. Clinton Presidential Library, Clinton Digital Library; 2010-0533-M; 91-95",Secret; Secret,91-95,https://clinton.presidentiallibraries.us/items/show/36614,https://clinton.presidentiallibraries.us/files/original/dca58d1ec9f1ee6508cb03fc7ae5c98f.pdf,"Source: William J. Clinton Presidential Library, Clinton Digital Library, Clinton Presidential Records, Declassified Documents concerning Bosnia, Release 2010-0533-M, Item 36614. Secret.","Extract document-level items, actual dates, page spans, markings, and excision status from the packet."
1995-08-31,,Release Packet,Bosnia: Secretary-Kozyrev Letter,Bill Clinton; Strobe Talbott,United States; Russia; Bosnia and Herzegovina,Crisis Security Files,Context candidate,Pending review,"Department of State, FOIA Virtual Reading Room; C09000009 / F-2017-13804; 1-2",Secret; Secret; Nodis,1-2,https://foia.state.gov/search/results.aspx?searchText=C09000009,https://foia.state.gov/DOCUMENTS/FOIA_L_June2022/FL-2017-13804/DOC_0C09000009/C09000009.pdf,"Source: Department of State, FOIA Virtual Reading Room, Strobe Talbott FOIA case F-2017-13804, Document C09000009. Secret; Nodis.","Extract document-level items, actual dates, page spans, markings, and excision status from the packet."
